Schuljahr;Schulart;Schulabschluss;Geschlecht;Anzahl
2010/11;Externe;Ohne Ersten Schulabschluss;weiblich;0
2010/11;Externe;Erster Schulabschluss;weiblich;2187
2010/11;Externe;Mittlerer Schulabschluss;weiblich;769
2010/11;Externe;Fachhochschulreife;weiblich;71
2010/11;Externe;Allgemeine Hochschulreife;weiblich;193
2010/11;Externe;Insgesamt;weiblich;3220
2010/11;Insgesamt;Ohne Ersten Schulabschluss;weiblich;19686
2010/11;Insgesamt;Erster Schulabschluss;weiblich;71065
2010/11;Insgesamt;Mittlerer Schulabschluss;weiblich;167710
2010/11;Insgesamt;Fachhochschulreife;weiblich;7244
2010/11;Insgesamt;Allgemeine Hochschulreife;weiblich;172200
2010/11;Insgesamt;Insgesamt;weiblich;437905
2010/11;Hauptschulen;Ohne Ersten Schulabschluss;Insgesamt;11533
2010/11;Hauptschulen;Erster Schulabschluss;Insgesamt;103373
2010/11;Hauptschulen;Mittlerer Schulabschluss;Insgesamt;41235
2010/11;Hauptschulen;Fachhochschulreife;Insgesamt;0
2010/11;Hauptschulen;Allgemeine Hochschulreife;Insgesamt;0
2010/11;Hauptschulen;Insgesamt;Insgesamt;156141
2010/11;Schularten mit zwei Bildungsgängen;Ohne Ersten Schulabschluss;Insgesamt;3401
2010/11;Schularten mit zwei Bildungsgängen;Erster Schulabschluss;Insgesamt;16633
2010/11;Schularten mit zwei Bildungsgängen;Mittlerer Schulabschluss;Insgesamt;40421
2010/11;Schularten mit zwei Bildungsgängen;Fachhochschulreife;Insgesamt;0
2010/11;Schularten mit zwei Bildungsgängen;Allgemeine Hochschulreife;Insgesamt;0
2010/11;Schularten mit zwei Bildungsgängen;Insgesamt;Insgesamt;60455
2010/11;Realschulen;Ohne Ersten Schulabschluss;Insgesamt;2298
2010/11;Realschulen;Erster Schulabschluss;Insgesamt;8296
2010/11;Realschulen;Mittlerer Schulabschluss;Insgesamt;190053
2010/11;Realschulen;Fachhochschulreife;Insgesamt;0
2010/11;Realschulen;Allgemeine Hochschulreife;Insgesamt;0
2010/11;Realschulen;Insgesamt;Insgesamt;200647
2010/11;Gymnasien (G9);Ohne Ersten Schulabschluss;Insgesamt;36
2010/11;Gymnasien (G9);Erster Schulabschluss;Insgesamt;539
2010/11;Gymnasien (G9);Mittlerer Schulabschluss;Insgesamt;10366
2010/11;Gymnasien (G9);Fachhochschulreife;Insgesamt;6638
2010/11;Gymnasien (G9);Allgemeine Hochschulreife;Insgesamt;207889
2010/11;Gymnasien (G9);Insgesamt;Insgesamt;225468
2010/11;Gymnasien (G8);Ohne Ersten Schulabschluss;Insgesamt;737
2010/11;Gymnasien (G8);Erster Schulabschluss;Insgesamt;4762
2010/11;Gymnasien (G8);Mittlerer Schulabschluss;Insgesamt;12703
2010/11;Gymnasien (G8);Fachhochschulreife;Insgesamt;2158
2010/11;Gymnasien (G8);Allgemeine Hochschulreife;Insgesamt;73068
2010/11;Gymnasien (G8);Insgesamt;Insgesamt;93428
2010/11;Schularten mit drei Bildungsgängen;Ohne Ersten Schulabschluss;Insgesamt;2651
2010/11;Schularten mit drei Bildungsgängen;Erster Schulabschluss;Insgesamt;18112
2010/11;Schularten mit drei Bildungsgängen;Mittlerer Schulabschluss;Insgesamt;35029
2010/11;Schularten mit drei Bildungsgängen;Fachhochschulreife;Insgesamt;2390
2010/11;Schularten mit drei Bildungsgängen;Allgemeine Hochschulreife;Insgesamt;21358
2010/11;Schularten mit drei Bildungsgängen;Insgesamt;Insgesamt;79540
2010/11;Freie Waldorfschulen;Ohne Ersten Schulabschluss;Insgesamt;185
2010/11;Freie Waldorfschulen;Erster Schulabschluss;Insgesamt;416
2010/11;Freie Waldorfschulen;Mittlerer Schulabschluss;Insgesamt;1818
2010/11;Freie Waldorfschulen;Fachhochschulreife;Insgesamt;398
2010/11;Freie Waldorfschulen;Allgemeine Hochschulreife;Insgesamt;2896
2010/11;Freie Waldorfschulen;Insgesamt;Insgesamt;5713
2010/11;Förderschulen;Ohne Ersten Schulabschluss;Insgesamt;28719
2010/11;Förderschulen;Erster Schulabschluss;Insgesamt;8753
2010/11;Förderschulen;Mittlerer Schulabschluss;Insgesamt;983
2010/11;Förderschulen;Fachhochschulreife;Insgesamt;8
2010/11;Förderschulen;Allgemeine Hochschulreife;Insgesamt;71
2010/11;Förderschulen;Insgesamt;Insgesamt;38534
2010/11;Abendhauptschulen;Ohne Ersten Schulabschluss;Insgesamt;0
2010/11;Abendhauptschulen;Erster Schulabschluss;Insgesamt;473
2010/11;Abendhauptschulen;Mittlerer Schulabschluss;Insgesamt;0
2010/11;Abendhauptschulen;Fachhochschulreife;Insgesamt;0
2010/11;Abendhauptschulen;Allgemeine Hochschulreife;Insgesamt;0
2010/11;Abendhauptschulen;Insgesamt;Insgesamt;473
2010/11;Abendrealschulen;Ohne Ersten Schulabschluss;Insgesamt;0
2010/11;Abendrealschulen;Erster Schulabschluss;Insgesamt;1786
2010/11;Abendrealschulen;Mittlerer Schulabschluss;Insgesamt;5107
2010/11;Abendrealschulen;Fachhochschulreife;Insgesamt;10
2010/11;Abendrealschulen;Allgemeine Hochschulreife;Insgesamt;0
2010/11;Abendrealschulen;Insgesamt;Insgesamt;6903
2010/11;Abendgymnasien;Ohne Ersten Schulabschluss;Insgesamt;0
2010/11;Abendgymnasien;Erster Schulabschluss;Insgesamt;1
2010/11;Abendgymnasien;Mittlerer Schulabschluss;Insgesamt;117
2010/11;Abendgymnasien;Fachhochschulreife;Insgesamt;1055
2010/11;Abendgymnasien;Allgemeine Hochschulreife;Insgesamt;2537
2010/11;Abendgymnasien;Insgesamt;Insgesamt;3710
2010/11;Kollegs;Ohne Ersten Schulabschluss;Insgesamt;0
2010/11;Kollegs;Erster Schulabschluss;Insgesamt;12
2010/11;Kollegs;Mittlerer Schulabschluss;Insgesamt;223
2010/11;Kollegs;Fachhochschulreife;Insgesamt;982
2010/11;Kollegs;Allgemeine Hochschulreife;Insgesamt;2992
2010/11;Kollegs;Insgesamt;Insgesamt;4209
2010/11;Externe;Ohne Ersten Schulabschluss;Insgesamt;0
2010/11;Externe;Erster Schulabschluss;Insgesamt;5504
2010/11;Externe;Mittlerer Schulabschluss;Insgesamt;1703
2010/11;Externe;Fachhochschulreife;Insgesamt;130
2010/11;Externe;Allgemeine Hochschulreife;Insgesamt;355
2010/11;Externe;Insgesamt;Insgesamt;7692
2010/11;Insgesamt;Ohne Ersten Schulabschluss;Insgesamt;49560
2010/11;Insgesamt;Erster Schulabschluss;Insgesamt;168660
2010/11;Insgesamt;Mittlerer Schulabschluss;Insgesamt;339758
2010/11;Insgesamt;Fachhochschulreife;Insgesamt;13769
2010/11;Insgesamt;Allgemeine Hochschulreife;Insgesamt;311166
2010/11;Insgesamt;Insgesamt;Insgesamt;882913
2011/12;Hauptschulen;Ohne Ersten Schulabschluss;männlich;6638
2011/12;Hauptschulen;Erster Schulabschluss;männlich;53177
2011/12;Hauptschulen;Mittlerer Schulabschluss;männlich;20875
2011/12;Hauptschulen;Fachhochschulreife;männlich;0
2011/12;Hauptschulen;Allgemeine Hochschulreife;männlich;0
2011/12;Hauptschulen;Insgesamt;männlich;80690
2011/12;Schularten mit zwei Bildungsgängen;Ohne Ersten Schulabschluss;männlich;2176
2011/12;Schularten mit zwei Bildungsgängen;Erster Schulabschluss;männlich;10006
2011/12;Schularten mit zwei Bildungsgängen;Mittlerer Schulabschluss;männlich;23355
2011/12;Schularten mit zwei Bildungsgängen;Fachhochschulreife;männlich;0
2011/12;Schularten mit zwei Bildungsgängen;Allgemeine Hochschulreife;männlich;0
2011/12;Schularten mit zwei Bildungsgängen;Insgesamt;männlich;35537
2011/12;Realschulen;Ohne Ersten Schulabschluss;männlich;1349
2011/12;Realschulen;Erster Schulabschluss;männlich;5005
2011/12;Realschulen;Mittlerer Schulabschluss;männlich;93934
2011/12;Realschulen;Fachhochschulreife;männlich;0
2011/12;Realschulen;Allgemeine Hochschulreife;männlich;0
2011/12;Realschulen;Insgesamt;männlich;100288
2011/12;Gymnasien (G9);Ohne Ersten Schulabschluss;männlich;22
2011/12;Gymnasien (G9);Erster Schulabschluss;männlich;257
2011/12;Gymnasien (G9);Mittlerer Schulabschluss;männlich;3035
2011/12;Gymnasien (G9);Fachhochschulreife;männlich;2674
2011/12;Gymnasien (G9);Allgemeine Hochschulreife;männlich;62360
2011/12;Gymnasien (G9);Insgesamt;männlich;68348
2011/12;Gymnasien (G8);Ohne Ersten Schulabschluss;männlich;452
2011/12;Gymnasien (G8);Erster Schulabschluss;männlich;3071
2011/12;Gymnasien (G8);Mittlerer Schulabschluss;männlich;9084
2011/12;Gymnasien (G8);Fachhochschulreife;männlich;1388
2011/12;Gymnasien (G8);Allgemeine Hochschulreife;männlich;61392
2011/12;Gymnasien (G8);Insgesamt;männlich;75387
2011/12;Schularten mit drei Bildungsgängen;Ohne Ersten Schulabschluss;männlich;1612
2011/12;Schularten mit drei Bildungsgängen;Erster Schulabschluss;männlich;9826
2011/12;Schularten mit drei Bildungsgängen;Mittlerer Schulabschluss;männlich;18172
2011/12;Schularten mit drei Bildungsgängen;Fachhochschulreife;männlich;1103
2011/12;Schularten mit drei Bildungsgängen;Allgemeine Hochschulreife;männlich;10322
2011/12;Schularten mit drei Bildungsgängen;Insgesamt;männlich;41035
2011/12;Freie Waldorfschulen;Ohne Ersten Schulabschluss;männlich;135
2011/12;Freie Waldorfschulen;Erster Schulabschluss;männlich;222
2011/12;Freie Waldorfschulen;Mittlerer Schulabschluss;männlich;1010
2011/12;Freie Waldorfschulen;Fachhochschulreife;männlich;226
2011/12;Freie Waldorfschulen;Allgemeine Hochschulreife;männlich;1321
2011/12;Freie Waldorfschulen;Insgesamt;männlich;2914
2011/12;Förderschulen;Ohne Ersten Schulabschluss;männlich;16347
2011/12;Förderschulen;Erster Schulabschluss;männlich;5944
2011/12;Förderschulen;Mittlerer Schulabschluss;männlich;645
2011/12;Förderschulen;Fachhochschulreife;männlich;3
2011/12;Förderschulen;Allgemeine Hochschulreife;männlich;41
2011/12;Förderschulen;Insgesamt;männlich;22980
2011/12;Abendhauptschulen;Ohne Ersten Schulabschluss;männlich;0
2011/12;Abendhauptschulen;Erster Schulabschluss;männlich;262
2011/12;Abendhauptschulen;Mittlerer Schulabschluss;männlich;0
2011/12;Abendhauptschulen;Fachhochschulreife;männlich;0
2011/12;Abendhauptschulen;Allgemeine Hochschulreife;männlich;0
2011/12;Abendhauptschulen;Insgesamt;männlich;262
2011/12;Abendrealschulen;Ohne Ersten Schulabschluss;männlich;0
2011/12;Abendrealschulen;Erster Schulabschluss;männlich;1010
2011/12;Abendrealschulen;Mittlerer Schulabschluss;männlich;2724
2011/12;Abendrealschulen;Fachhochschulreife;männlich;1
2011/12;Abendrealschulen;Allgemeine Hochschulreife;männlich;0
2011/12;Abendrealschulen;Insgesamt;männlich;3735
2011/12;Abendgymnasien;Ohne Ersten Schulabschluss;männlich;0
2011/12;Abendgymnasien;Erster Schulabschluss;männlich;1
2011/12;Abendgymnasien;Mittlerer Schulabschluss;männlich;52
2011/12;Abendgymnasien;Fachhochschulreife;männlich;616
2011/12;Abendgymnasien;Allgemeine Hochschulreife;männlich;1150
2011/12;Abendgymnasien;Insgesamt;männlich;1819
2011/12;Kollegs;Ohne Ersten Schulabschluss;männlich;0
2011/12;Kollegs;Erster Schulabschluss;männlich;41
2011/12;Kollegs;Mittlerer Schulabschluss;männlich;125
2011/12;Kollegs;Fachhochschulreife;männlich;579
2011/12;Kollegs;Allgemeine Hochschulreife;männlich;1491
2011/12;Kollegs;Insgesamt;männlich;2236
2011/12;Externe;Ohne Ersten Schulabschluss;männlich;0
2011/12;Externe;Erster Schulabschluss;männlich;2892
2011/12;Externe;Mittlerer Schulabschluss;männlich;1089
2011/12;Externe;Fachhochschulreife;männlich;59
2011/12;Externe;Allgemeine Hochschulreife;männlich;192
2011/12;Externe;Insgesamt;männlich;4232
2011/12;Insgesamt;Ohne Ersten Schulabschluss;männlich;28731
2011/12;Insgesamt;Erster Schulabschluss;männlich;91714
2011/12;Insgesamt;Mittlerer Schulabschluss;männlich;174100
2011/12;Insgesamt;Fachhochschulreife;männlich;6649
2011/12;Insgesamt;Allgemeine Hochschulreife;männlich;138269
2011/12;Insgesamt;Insgesamt;männlich;439463
2011/12;Hauptschulen;Ohne Ersten Schulabschluss;weiblich;4393
2011/12;Hauptschulen;Erster Schulabschluss;weiblich;38656
2011/12;Hauptschulen;Mittlerer Schulabschluss;weiblich;18385
2011/12;Hauptschulen;Fachhochschulreife;weiblich;0
2011/12;Hauptschulen;Allgemeine Hochschulreife;weiblich;0
2011/12;Hauptschulen;Insgesamt;weiblich;61434
2011/12;Schularten mit zwei Bildungsgängen;Ohne Ersten Schulabschluss;weiblich;1274
2011/12;Schularten mit zwei Bildungsgängen;Erster Schulabschluss;weiblich;6690
2011/12;Schularten mit zwei Bildungsgängen;Mittlerer Schulabschluss;weiblich;22324
2011/12;Schularten mit zwei Bildungsgängen;Fachhochschulreife;weiblich;0
2011/12;Schularten mit zwei Bildungsgängen;Allgemeine Hochschulreife;weiblich;0
2011/12;Schularten mit zwei Bildungsgängen;Insgesamt;weiblich;30288
2011/12;Realschulen;Ohne Ersten Schulabschluss;weiblich;968
2011/12;Realschulen;Erster Schulabschluss;weiblich;3552
2011/12;Realschulen;Mittlerer Schulabschluss;weiblich;95713
2011/12;Realschulen;Fachhochschulreife;weiblich;0
2011/12;Realschulen;Allgemeine Hochschulreife;weiblich;0
2011/12;Realschulen;Insgesamt;weiblich;100233
2011/12;Gymnasien (G9);Ohne Ersten Schulabschluss;weiblich;26
2011/12;Gymnasien (G9);Erster Schulabschluss;weiblich;226
2011/12;Gymnasien (G9);Mittlerer Schulabschluss;weiblich;3216
2011/12;Gymnasien (G9);Fachhochschulreife;weiblich;3090
2011/12;Gymnasien (G9);Allgemeine Hochschulreife;weiblich;75861
2011/12;Gymnasien (G9);Insgesamt;weiblich;82419
2011/12;Gymnasien (G8);Ohne Ersten Schulabschluss;weiblich;334
2011/12;Gymnasien (G8);Erster Schulabschluss;weiblich;2548
2011/12;Gymnasien (G8);Mittlerer Schulabschluss;weiblich;9107
2011/12;Gymnasien (G8);Fachhochschulreife;weiblich;1492
2011/12;Gymnasien (G8);Allgemeine Hochschulreife;weiblich;73170
2011/12;Gymnasien (G8);Insgesamt;weiblich;86651
2011/12;Schularten mit drei Bildungsgängen;Ohne Ersten Schulabschluss;weiblich;1200
2011/12;Schularten mit drei Bildungsgängen;Erster Schulabschluss;weiblich;7926
2011/12;Schularten mit drei Bildungsgängen;Mittlerer Schulabschluss;weiblich;17330
2011/12;Schularten mit drei Bildungsgängen;Fachhochschulreife;weiblich;1336
2011/12;Schularten mit drei Bildungsgängen;Allgemeine Hochschulreife;weiblich;12959
2011/12;Schularten mit drei Bildungsgängen;Insgesamt;weiblich;40751
2011/12;Freie Waldorfschulen;Ohne Ersten Schulabschluss;weiblich;116
2011/12;Freie Waldorfschulen;Erster Schulabschluss;weiblich;148
2011/12;Freie Waldorfschulen;Mittlerer Schulabschluss;weiblich;1016
2011/12;Freie Waldorfschulen;Fachhochschulreife;weiblich;250
2011/12;Freie Waldorfschulen;Allgemeine Hochschulreife;weiblich;1553
2011/12;Freie Waldorfschulen;Insgesamt;weiblich;3083
2011/12;Förderschulen;Ohne Ersten Schulabschluss;weiblich;10606
2011/12;Förderschulen;Erster Schulabschluss;weiblich;3141
2011/12;Förderschulen;Mittlerer Schulabschluss;weiblich;346
2011/12;Förderschulen;Fachhochschulreife;weiblich;4
2011/12;Förderschulen;Allgemeine Hochschulreife;weiblich;31
2011/12;Förderschulen;Insgesamt;weiblich;14128
2011/12;Abendhauptschulen;Ohne Ersten Schulabschluss;weiblich;0
2011/12;Abendhauptschulen;Erster Schulabschluss;weiblich;218
2011/12;Abendhauptschulen;Mittlerer Schulabschluss;weiblich;0
2011/12;Abendhauptschulen;Fachhochschulreife;weiblich;0
2011/12;Abendhauptschulen;Allgemeine Hochschulreife;weiblich;0
2011/12;Abendhauptschulen;Insgesamt;weiblich;218
2011/12;Abendrealschulen;Ohne Ersten Schulabschluss;weiblich;0
2011/12;Abendrealschulen;Erster Schulabschluss;weiblich;797
2011/12;Abendrealschulen;Mittlerer Schulabschluss;weiblich;2115
2011/12;Abendrealschulen;Fachhochschulreife;weiblich;3
2011/12;Abendrealschulen;Allgemeine Hochschulreife;weiblich;0
2011/12;Abendrealschulen;Insgesamt;weiblich;2915
2011/12;Abendgymnasien;Ohne Ersten Schulabschluss;weiblich;0
2011/12;Abendgymnasien;Erster Schulabschluss;weiblich;5
2011/12;Abendgymnasien;Mittlerer Schulabschluss;weiblich;41
2011/12;Abendgymnasien;Fachhochschulreife;weiblich;522
2011/12;Abendgymnasien;Allgemeine Hochschulreife;weiblich;1453
2011/12;Abendgymnasien;Insgesamt;weiblich;2021
2011/12;Kollegs;Ohne Ersten Schulabschluss;weiblich;0
2011/12;Kollegs;Erster Schulabschluss;weiblich;42
2011/12;Kollegs;Mittlerer Schulabschluss;weiblich;114
2011/12;Kollegs;Fachhochschulreife;weiblich;539
2011/12;Kollegs;Allgemeine Hochschulreife;weiblich;1661
2011/12;Kollegs;Insgesamt;weiblich;2356
2011/12;Externe;Ohne Ersten Schulabschluss;weiblich;0
2011/12;Externe;Erster Schulabschluss;weiblich;1835
2011/12;Externe;Mittlerer Schulabschluss;weiblich;720
2011/12;Externe;Fachhochschulreife;weiblich;60
2011/12;Externe;Allgemeine Hochschulreife;weiblich;215
2011/12;Externe;Insgesamt;weiblich;2830
2011/12;Insgesamt;Ohne Ersten Schulabschluss;weiblich;18917
2011/12;Insgesamt;Erster Schulabschluss;weiblich;65784
2011/12;Insgesamt;Mittlerer Schulabschluss;weiblich;170427
2011/12;Insgesamt;Fachhochschulreife;weiblich;7296
2011/12;Insgesamt;Allgemeine Hochschulreife;weiblich;166903
2011/12;Insgesamt;Insgesamt;weiblich;429327
2011/12;Hauptschulen;Ohne Ersten Schulabschluss;Insgesamt;11031
2011/12;Hauptschulen;Erster Schulabschluss;Insgesamt;91833
2011/12;Hauptschulen;Mittlerer Schulabschluss;Insgesamt;39260
2011/12;Hauptschulen;Fachhochschulreife;Insgesamt;0
2011/12;Hauptschulen;Allgemeine Hochschulreife;Insgesamt;0
2011/12;Hauptschulen;Insgesamt;Insgesamt;142124
2011/12;Schularten mit zwei Bildungsgängen;Ohne Ersten Schulabschluss;Insgesamt;3450
2011/12;Schularten mit zwei Bildungsgängen;Erster Schulabschluss;Insgesamt;16696
2011/12;Schularten mit zwei Bildungsgängen;Mittlerer Schulabschluss;Insgesamt;45679
2011/12;Schularten mit zwei Bildungsgängen;Fachhochschulreife;Insgesamt;0
2011/12;Schularten mit zwei Bildungsgängen;Allgemeine Hochschulreife;Insgesamt;0
2011/12;Schularten mit zwei Bildungsgängen;Insgesamt;Insgesamt;65825
2011/12;Realschulen;Ohne Ersten Schulabschluss;Insgesamt;2317
2011/12;Realschulen;Erster Schulabschluss;Insgesamt;8557
2011/12;Realschulen;Mittlerer Schulabschluss;Insgesamt;189647
2011/12;Realschulen;Fachhochschulreife;Insgesamt;0
2011/12;Realschulen;Allgemeine Hochschulreife;Insgesamt;0
2011/12;Realschulen;Insgesamt;Insgesamt;200521
2011/12;Gymnasien (G9);Ohne Ersten Schulabschluss;Insgesamt;48
2011/12;Gymnasien (G9);Erster Schulabschluss;Insgesamt;483
2011/12;Gymnasien (G9);Mittlerer Schulabschluss;Insgesamt;6251
2011/12;Gymnasien (G9);Fachhochschulreife;Insgesamt;5764
2011/12;Gymnasien (G9);Allgemeine Hochschulreife;Insgesamt;138221
2011/12;Gymnasien (G9);Insgesamt;Insgesamt;150767
2011/12;Gymnasien (G8);Ohne Ersten Schulabschluss;Insgesamt;786
2011/12;Gymnasien (G8);Erster Schulabschluss;Insgesamt;5619
2011/12;Gymnasien (G8);Mittlerer Schulabschluss;Insgesamt;18191
2011/12;Gymnasien (G8);Fachhochschulreife;Insgesamt;2880
2011/12;Gymnasien (G8);Allgemeine Hochschulreife;Insgesamt;134562
2011/12;Gymnasien (G8);Insgesamt;Insgesamt;162038
2011/12;Schularten mit drei Bildungsgängen;Ohne Ersten Schulabschluss;Insgesamt;2812
2011/12;Schularten mit drei Bildungsgängen;Erster Schulabschluss;Insgesamt;17752
2011/12;Schularten mit drei Bildungsgängen;Mittlerer Schulabschluss;Insgesamt;35502
2011/12;Schularten mit drei Bildungsgängen;Fachhochschulreife;Insgesamt;2439
2011/12;Schularten mit drei Bildungsgängen;Allgemeine Hochschulreife;Insgesamt;23281
2011/12;Schularten mit drei Bildungsgängen;Insgesamt;Insgesamt;81786
2011/12;Freie Waldorfschulen;Ohne Ersten Schulabschluss;Insgesamt;251
2011/12;Freie Waldorfschulen;Erster Schulabschluss;Insgesamt;370
2011/12;Freie Waldorfschulen;Mittlerer Schulabschluss;Insgesamt;2026
2011/12;Freie Waldorfschulen;Fachhochschulreife;Insgesamt;476
2011/12;Freie Waldorfschulen;Allgemeine Hochschulreife;Insgesamt;2874
2011/12;Freie Waldorfschulen;Insgesamt;Insgesamt;5997
2011/12;Förderschulen;Ohne Ersten Schulabschluss;Insgesamt;26953
2011/12;Förderschulen;Erster Schulabschluss;Insgesamt;9085
2011/12;Förderschulen;Mittlerer Schulabschluss;Insgesamt;991
2011/12;Förderschulen;Fachhochschulreife;Insgesamt;7
2011/12;Förderschulen;Allgemeine Hochschulreife;Insgesamt;72
2011/12;Förderschulen;Insgesamt;Insgesamt;37108
2011/12;Abendhauptschulen;Ohne Ersten Schulabschluss;Insgesamt;0
2011/12;Abendhauptschulen;Erster Schulabschluss;Insgesamt;480
2011/12;Abendhauptschulen;Mittlerer Schulabschluss;Insgesamt;0
2011/12;Abendhauptschulen;Fachhochschulreife;Insgesamt;0
2011/12;Abendhauptschulen;Allgemeine Hochschulreife;Insgesamt;0
2011/12;Abendhauptschulen;Insgesamt;Insgesamt;480
2011/12;Abendrealschulen;Ohne Ersten Schulabschluss;Insgesamt;0
2011/12;Abendrealschulen;Erster Schulabschluss;Insgesamt;1807
2011/12;Abendrealschulen;Mittlerer Schulabschluss;Insgesamt;4839
2011/12;Abendrealschulen;Fachhochschulreife;Insgesamt;4
2011/12;Abendrealschulen;Allgemeine Hochschulreife;Insgesamt;0
2011/12;Abendrealschulen;Insgesamt;Insgesamt;6650
2011/12;Abendgymnasien;Ohne Ersten Schulabschluss;Insgesamt;0
2011/12;Abendgymnasien;Erster Schulabschluss;Insgesamt;6
2011/12;Abendgymnasien;Mittlerer Schulabschluss;Insgesamt;93
2011/12;Abendgymnasien;Fachhochschulreife;Insgesamt;1138
2011/12;Abendgymnasien;Allgemeine Hochschulreife;Insgesamt;2603
2011/12;Abendgymnasien;Insgesamt;Insgesamt;3840
2011/12;Kollegs;Ohne Ersten Schulabschluss;Insgesamt;0
